in_swcid	in_voltage	in_time	out_swcid	out_voltage	out_time
9082	0.06279626123112043	1.4280000000000004	13018	0.020405468096972797	5.127999999999998
1243	0.2101580912909025	1.3280000000000003	13018	0.019144019388208342	5.627999999999997
22786	0.2480114426505677	1.1280000000000001	13018	0.023838706199858593	4.2280000000000015
25231	0.2639459202767596	1.1280000000000001	13018	0.024292965905796177	4.028000000000002
3930	0.19807461717930583	1.2280000000000002	13018	0.019449160144578814	5.427999999999997
14336	0.14596815780600586	1.2280000000000002	13018	0.02577009177019544	3.6280000000000023
4008	0.20523006938181743	1.2280000000000002	13018	0.019526243866291138	5.427999999999997
26932	0.42452088613787536	1.1280000000000001	13018	0.020485674875516807	5.027999999999999
11760	0.19676243820009137	1.1280000000000001	13018	0.024416807741454404	3.9280000000000026
11662	0.18785049669654158	1.1280000000000001	13018	0.024367004158991876	4.028000000000002
25667	0.413932740177221	1.1280000000000001	13018	0.02067094751190913	5.027999999999999
5074	0.32561587910153844	1.1280000000000001	13018	0.020101799315531757	5.127999999999998
6158	0.24784152197284667	1.1280000000000001	13018	0.0199887206906188	5.227999999999998
5095	0.042459438168241985	2.028000000000001	13018	0.020096381812662815	5.227999999999998
20543	0.4795791647905123	1.1280000000000001	13018	0.02374683476797984	4.2280000000000015
3422	0.46916427846847303	1.2280000000000002	13018	0.019231237359990733	5.527999999999997
24051	0.05339527835057495	1.5280000000000005	13018	0.024441381490471085	4.028000000000002
21075	0.3417897113508814	1.1280000000000001	13018	0.023829737738522636	4.2280000000000015
6098	0.12091991686380049	1.2280000000000002	13018	0.01999426819382223	5.227999999999998
11276	0.5577052985586823	1.1280000000000001	13018	0.02408519608016018	4.028000000000002
25151	0.09747617564778394	1.1280000000000001	13018	0.024433085410976014	4.028000000000002
8995	0.08637010339642709	1.2280000000000002	13018	0.02037536140193964	5.127999999999998
19773	0.3513680081380991	1.1280000000000001	13018	0.02355715037860888	4.328000000000001
3457	0.4895124057269685	1.2280000000000002	13018	0.01922349719899066	5.527999999999997
22844	0.315977191687288	1.1280000000000001	13018	0.023808815109418995	4.2280000000000015
4826	0.37076907665594827	1.1280000000000001	13018	0.019731028085946886	5.327999999999998
9248	0.09571497378933914	1.2280000000000002	13018	0.020463339514861126	5.127999999999998
17683	0.029329407406766875	3.028000000000002	13018	0.024401490469003456	4.028000000000002
25157	0.07898778500392419	1.2280000000000002	13018	0.02442795012015457	4.028000000000002
21079	0.19923920788150126	1.2280000000000002	13018	0.023910867099958086	4.2280000000000015
4605	0.650696993565593	1.1280000000000001	13018	0.019436540181699973	5.427999999999997
19807	0.34948462834355215	1.1280000000000001	13018	0.023571105001206065	4.2280000000000015
11759	0.18384253906619727	1.1280000000000001	13018	0.024423616673681155	3.9280000000000026
27581	0.2171985767127578	1.2280000000000002	13018	0.020497981069647214	5.127999999999998
9249	0.11708761429830024	1.1280000000000001	13018	0.020454135776467812	5.127999999999998
26747	0.4358199952860902	1.1280000000000001	13018	0.020478600039519408	5.027999999999999
11364	0.1570888252935357	1.2280000000000002	13018	0.024303122936808124	4.028000000000002
1969	0.31004380364180567	1.1280000000000001	13018	0.019254531312173535	5.527999999999997
