in_swcid	in_voltage	in_time	out_swcid	out_voltage	out_time
20499	0.11764341282037724	1.2280000000000002	13018	0.023965687591427743	4.2280000000000015
26720	0.1354728208140726	1.2280000000000002	13018	0.020610234082109116	5.027999999999999
27558	0.29367321657662604	1.1280000000000001	13018	0.020499351948813124	5.127999999999998
22038	0.35029007856911454	1.2280000000000002	13018	0.023231075487108368	4.428000000000001
1083	0.20217301085068512	1.3280000000000003	13018	0.019081328870365528	5.627999999999997
26663	0.24356219169100013	1.2280000000000002	13018	0.02052115249881157	5.127999999999998
12935	0.06410717987581148	1.2280000000000002	13018	0.026163160320347968	3.5280000000000022
6135	0.06348807360975643	1.4280000000000004	13018	0.020068191108785178	5.227999999999998
4937	0.08310437746926831	1.2280000000000002	13018	0.019969174534144464	5.227999999999998
22149	0.34379416379268923	1.2280000000000002	13018	0.023242968538066806	4.428000000000001
